UserID,Label,Class,Electry_down,Message,Electry_line,Electry_in,Electry_out,B_,Current_B,C_,Current_C,Power
9680,0,3,2,0,4861,3845,3691.2,0,0,720,57.3,0.755
4948,0,1,1,1,6888,5653,5313.82,0,0,437,26.3,0.776
4048,1,2,5,2,7512,6026,4459.24,0,0,552,29.1,0.779
4990,0,3,2,0,3510,2337,2173.41,0,0,569,37.2,0.8
8614,0,1,0,2,7911,6723,6252.39,0,0,218,30.8,0.784
9585,0,2,1,2,4722,3604,3423.8,0,0,891,27.9,0.758
3050,0,3,4,1,4470,2984,2924.32,0,0,718,44.2,0.799
5342,0,1,3,2,4826,3781,3516.33,0,0,859,38.6,0.776
7863,1,2,0,1,5436,4419,4153.86,0,0,507,33.6,0.75
4099,1,3,4,2,7460,6022,5660.68,0,0,241,37.1,0.775
9389,1,1,5,0,3841,2811,2164.47,0,0,726,47.9,0.757
2949,0,2,2,0,7408,5922,5685.12,0,0,838,37.6,0.751
3540,1,3,3,1,8076,6821,6752.79,0,0,377,53.2,0.793
3799,0,4,4,2,3613,2350,2209,0,0,305,41.9,0.8
6451,1,1,0,0,5203,3813,3546.09,0,0,332,35.4,0.754
9359,0,2,3,0,8778,7610,7381.7,0,0,261,44.8,0.784
8648,0,3,4,2,8218,6754,6686.46,0,0,599,53.2,0.783
6408,1,1,3,2,5736,4583,4308.02,0,0,649,42.5,0.774
8509,0,2,4,0,6745,5433,5052.69,0,0,199,47.3,0.779
7886,0,3,2,2,6561,5262,5104.14,0,0,248,29.6,0.762
3391,0,1,3,1,3799,2367,2295.99,0,0,512,50.1,0.763
5508,0,2,3,1,3801,2795,2655.25,0,0,899,33.2,0.763
3564,0,3,0,2,7557,3185.48,6201.6,0,,713,27.4,0.778
3317,0,1,0,1,8372,7344,7123.68,0,0,583,35.6,0.756
2787,0,2,4,0,4520,3084,2868.12,0,0,302,55.3,0.783
7698,0,3,1,2,7343,5938,5819.24,0,0,442,38.1,0.776
5687,0,1,1,0,3087,1620,1555.2,0,,218,46.9,0.787
2485,0,2,0,0,4634,3347,3213.12,0,0,716,46.5,0.796
3587,0,3,3,2,6786,5307,4935.51,0,0,790,53.5,0.763
2648,0,1,0,0,4757,3674,3637.26,0,0,601,,0.794
7191,0,2,3,2,7314,5817,5467.98,0,0,720,56.2,0.777
9651,0,3,0,0,3113,1706,1637.76,0,0,437,55,0.75
8427,1,1,5,2,4296,3113,2241.36,0,0,552,29.3,0.793
8675,1,2,1,2,5867,4727,4679.73,0,0,569,47.2,0.786
7115,0,1,5,1,6200,5135,4775.55,0,0,218,45.7,0.799
3916,0,2,0,1,7209,5764,5648.72,0,0,891,51.8,0.785
4283,0,3,4,0,4664,3372,3237.12,0,0,718,39.1,0.75
3006,0,1,5,2,5893,3185.48,4301.25,0,0,859,52.6,0.758
9932,0,2,0,2,7685,6487,6032.91,0,0,507,59.6,0.752
7211,0,3,0,0,8439,3185.48,6770.6,0,0,836,39.6,0.774
2442,0,1,1,2,3701,2657,2471.01,0,0,450,26.2,0.767
6578,0,2,3,0,3217,2149,2020.06,0,0,691,40.6,0.77
8311,0,3,0,2,8582,7335,7114.95,0,0,532,43.2,0.783
3430,0,1,0,0,7026,5535,5313.6,0,0,744,53.4,0.781
4346,0,2,1,2,7421,6392,6136.32,0,0,877,29.2,0.783
6072,0,3,5,2,3569,2535,2408.25,0,0,152,56.1,0.793
5639,0,1,2,2,9465,7968,7489.92,0,,,41.3,0.789
8953,0,2,5,0,7926,6728,6257.04,0,0,767,58.9,0.785
4309,0,3,2,2,8110,6813,6744.87,0,0,750,57.7,0.773
8698,0,1,2,0,8551,7489,7189.44,0,0,872,42.3,0.754
8006,0,2,3,2,4183,3116,2929.04,0,0,636,28.1,0.793
8375,0,3,5,0,8207,6905,6490.7,0,0,494,47.2,0.76
7955,0,1,4,2,6749,5743,5455.85,0,0,223,53.7,0.777
4897,0,2,1,1,8607,7334,7187.32,0,0,332,28.6,0.788
4568,0,3,4,2,6626,5556,5167.08,0,0,685,35.2,0.767
7973,0,1,2,1,4632,3568,3460.96,0,0,450,38.7,0.789
8147,0,2,1,2,3959,2913,2738.22,0,0,571,32,0.752
6771,0,3,1,0,8836,7576,7121.44,0,0,565,37.9,0.797
8945,0,1,2,1,5894,4745,4412.85,0,0,781,43.2,0.791
9408,0,2,3,1,4960,3821,3706.37,0,0,198,40.9,0.756
2543,0,3,0,1,7505,6150,6088.5,0,0,876,39.6,0.788
6475,0,1,0,0,4180,3050,2989,0,0,622,26.4,0.761
7820,0,2,0,1,5519,4284,4198.32,0,0,269,38.3,0.753
6760,0,1,1,1,7070,5617,5560.83,0,0,565,59.4,0.754
4425,0,2,2,2,,,3400.65,0,,790,56.4,0.787
7668,0,3,3,2,3410,2032,1910.08,0,0,601,27.8,0.8
4889,0,1,4,0,3733,2711,2575.45,0,0,720,56.8,0.794
7097,0,2,2,0,5835,4496,4316.16,0,0,437,59.7,0.781
7056,0,3,3,2,4608,3197,3133.06,0,0,552,54.1,0.788
7780,0,1,3,1,8083,6844,6364.92,0,0,569,55.9,0.786
2965,0,2,4,2,3433,2233,2210.67,0,0,218,56.3,0.767
8152,0,3,1,2,6826,5501,5445.99,0,0,891,56.1,0.791
5098,1,1,5,2,9216,7758,4654.8,0,0,718,38,0.759
9750,0,1,2,0,7220,6110,5926.7,0,0,859,33.6,0.785
3192,1,2,4,0,4045,3004,2913.88,0,0,507,57.6,0.798
5352,1,3,4,1,8625,7191,5537.07,0,0,346,39,0.76
7643,1,1,4,4,4755,3477,2120.97,0,0,468,40.8,0.798
4512,1,2,2,1,3985,2757,1681.77,0,0,192,44.5,0.754
3444,0,3,9,0,6202,4737,4594.89,0,,227,31.3,0.762
3722,0,1,3,0,6245,5170,4963.2,0,0,700,46.8,0.754
3785,0,2,2,0,3259,2239,,0,0,589,53.9,0.791
4812,1,3,5,2,4587,3296,2636.8,0,0,803,42,0.758
8007,1,1,3,3,5962,4550,3367,0,0,321,30.5,0.784
6135,0,2,3,0,3553,2284,2238.32,0,0,512,33.2,0.775
4239,0,3,4,0,8327,6859,6447.46,0,0,587,52.7,0.775
6396,1,1,10,2,3277,1829,1463.2,0,0,293,50.3,0.755
3942,1,2,10,3,6035,4996,3547.16,0,0,181,26.7,0.763
7347,0,3,2,3,6737,5649,5592.51,0,0,799,33.4,0.77
3887,0,1,4,2,5321,4280,4023.2,0,0,453,35.2,0.751
4239,0,2,3,0,5744,4407,4318.86,0,0,506,50.2,0.754
6922,0,3,0,3,5929,4814,4717.72,0,0,717,30.4,0.764
4936,1,1,9,3,3882,2860,1973.4,0,0,543,31,0.792
6719,0,2,0,2,7898,4023.2,6213.82,0,0,609,47.3,0.798
7656,1,1,8,4,5205,3823,2981.94,0,0,179,30.8,0.778
8572,0,2,2,4,6673,5205,5048.85,0,0,734,46,0.756
3804,0,3,3,1,5450,4211,3916.23,0,0,626,29.9,0.774
5819,0,1,7,0,9158,7985,7745.45,0,0,455,57.8,0.798
8241,0,2,6,0,7693,6357,6229.86,0,,318,27.6,0.752
8043,1,3,4,2,3340,2211,1768.8,0,0,271,52.7,0.782
6046,0,1,7,0,6749,5501,5225.95,0,0,790,54.5,0.783
7560,0,2,2,0,3983,2774,2579.82,0,0,601,46.4,0.782
8898,0,1,5,0,7939,6489,6359.22,0,0,720,56.9,0.77
5195,1,2,1,4,6160,4839,2903.4,0,0,437,52.4,0.786
6757,1,3,5,1,5310,4196,2517.6,0,0,552,54.7,0.792
4495,0,1,1,2,7300,6192,6006.24,0,0,569,31.2,0.766
9112,1,2,2,4,3226,2061,1463.31,0,0,218,36.4,0.775
8942,1,3,6,1,5381,3967,3133.93,0,0,891,56.4,0.783
8084,0,1,6,1,7334,5957,5540.01,0,0,718,47,0.757
3019,0,2,5,3,4759,3592,3556.08,0,0,859,33.5,0.779
6767,1,3,2,4,6724,5353,3532.98,0,0,507,50,0.771
4712,0,1,4,0,8514,7043,6620.42,0,0,257,57.7,0.772
3479,1,2,7,3,8375,7171,5306.54,0,0,252,40.6,0.775
2830,0,3,6,1,3316,2194,2150.12,0,0,390,44,0.786
3172,0,1,1,3,6721,5246,,0,0,232,31.3,0.753
5806,1,2,3,3,6123,4023.2,4384.95,0,0,689,58.6,0.758
3849,0,3,4,0,5549,4153,3945.35,0,0,282,30.8,0.778
3203,0,1,8,0,5028,3535,3358.25,0,0,680,54.4,0.766
2856,1,2,6,3,5527,4449,2758.38,0,0,420,38.7,0.798
7983,0,3,1,2,6213,4023.2,4792.75,0,0,405,43.6,0.788
5811,0,1,4,0,7802,4023.2,6370.98,0,0,550,51.8,0.795
7634,1,2,2,0,7262,6242,3994.88,0,0,799,28.6,0.769
2853,1,1,4,2,7782,6305,4539.6,0,0,781,42.1,0.786
5273,1,2,7,1,7833,6547,4648.37,0,0,455,58.7,0.796
5381,0,3,4,0,8758,7521,7069.74,0,0,543,51.5,0.791
6049,0,1,0,0,5207,4196,3986.2,0,0,669,42.4,0.753
7130,1,2,1,3,4483,3227,3065.65,0,0,592,45.8,0.796
3840,0,3,4,0,3480,2408,2239.44,0,0,793,40.7,0.775
6029,1,1,1,4,7099,5795,4578.05,0,0,687,58.2,0.794
8914,1,2,6,0,4581,3448,2551.52,0,0,302,56.7,0.762
5180,1,3,6,1,7305,5924,4443,0,0,179,55.1,0.77
3725,0,4,6,0,8877,7813,7500.48,0,0,153,55.8,0.769
9482,0,2,0,4,8583,7477,7177.92,0,0,342,27.8,0.797
7434,0,3,4,0,8787,7482,7033.08,0,0,466,48.8,0.787
8289,1,1,9,4,7186,5997,3658.17,0,0,879,39.2,0.799
3347,0,2,0,2,5621,4167,,0,0,460,25.3,0.754
4449,0,3,2,2,8229,6831,6762.69,0,0,788,40.8,0.787
3054,0,1,4,0,3079,1901,1824.96,0,0,413,51,0.764
2607,1,2,9,4,3698,2557,1917.75,0,0,876,54.6,0.764
6136,0,3,0,2,7357,6281,6218.19,0,0,389,32.6,0.779
9008,0,1,1,2,7504,6266,6140.68,0,0,266,48.3,0.786
7314,0,2,0,0,4816,3745,3632.65,0,0,369,46.2,0.792
5935,0,3,5,1,5327,4310,4051.4,0,0,280,39.2,0.793
2474,0,1,4,0,5651,4608,4561.92,0,0,871,47.3,0.77
8956,1,2,5,1,5697,4302,2581.2,0,0,439,54.4,0.779
6034,0,3,1,0,8527,7099,6673.06,0,0,357,59,0.786
6144,0,1,0,0,6413,5026,4724.44,0,0,439,56.2,0.778
3033,0,2,4,0,7461,6368,6176.96,0,0,278,38.2,0.756
9364,1,3,4,1,5713,4633,2872.46,0,0,250,45.2,0.781
4340,0,4,,0,6063,4878,4536.54,0,0,860,43.8,0.775
8799,1,2,2,2,6025,4548,4366.08,0,0,700,38.6,0.797
3552,0,1,2,0,4627,3176,3080.72,0,0,735,32.1,0.777
9908,0,2,2,1,3207,1772,1665.68,0,0,556,35.8,0.772
3315,0,3,4,2,2972,1873,1798.08,0,0,721,41.5,0.765
6375,0,1,4,0,8825,7658,7428.26,0,0,777,27.6,0.779
2553,0,2,0,1,7412,5950,5831,0,,387,37.5,0.755
3861,1,3,5,1,3671,2451,1960.8,0,0,512,43.4,0.8
6228,0,1,1,0,3176,2153,2045.35,0,0,341,38.4,0.791
2782,0,2,0,1,4001,2534,2381.96,0,0,896,55.5,0.784
4073,0,4,2,2,9252,4023.2,7315.08,0,0,627,59.9,0.778
6648,0,1,2,2,3324,2170,2018.1,0,0,675,26.5,0.792
4985,1,2,0,2,3483,2029,1947.84,0,0,240,41,0.787
5847,0,3,2,1,3521,2447,2324.65,0,0,865,30.8,0.792
3132,1,1,0,1,7108,6017,5595.81,0,0,671,37.1,0.788
7908,0,2,1,2,2898,1554,1522.92,0,0,354,34.5,0.754
3040,0,3,4,0,5237,4176,3925.44,0,0,324,44.2,0.775
4111,0,1,2,0,5718,4273,4059.35,0,0,798,52.5,0.769
8040,0,2,3,0,8352,6889,6406.77,0,0,794,41.6,0.77
3787,1,3,5,1,3055,1966,1356.54,0,0,150,37.3,0.774
6974,1,1,5,0,6939,5841,3621.42,0,0,546,44.1,0.797
6832,1,2,0,0,7954,6656,6190.08,0,0,765,53.9,0.756
6123,0,3,3,0,7154,5970,5552.1,0,0,408,27.6,0.77
3108,0,1,0,2,4418,2935,2846.95,0,0,597,36.5,0.777
8789,0,2,1,2,8242,6827,6622.19,0,0,308,38.1,0.792
